Geo,Year,DRRevMi,VPRevMi,MBRevMi,RBRevMi,MGRevMi,SRRevMi,HRRevMi,CRRevMi
Albany,1990,0,0,1,0,0,0,0,0
Albany,1995,0,0,1,0,0,0,0,0
Albany,2000,0,0,1,0,0,0,0,0
Albany,2005,0,0,1,0,0,0,0,0
Albany,2010,0,0,1,0,0,0,0,0
Albany,2015,202466.3341,0,359794.1203,0,0,0,0,0
Albany,2020,241268.4141,0,496102.7663,0,0,0,0,0
Albany,2025,266208.9245,0,550171.7856,0,0,0,0,0
Albany,2030,295010.9426,0,613226.4006,0,0,0,0,0
Albany,2035,320762.9019,0,672688.8175,0,0,0,0,0
Albany,2040,346347.1536,0,733645.4264,0,0,0,0,0
Albany,2045,371852.9895,0,796800.1631,0,0,0,0,0
Albany,2050,397343.1767,0,862617.2534,0,0,0,0,0
Bend,1990,0,0,1,0,0,0,0,0
Bend,1995,0,0,1,0,0,0,0,0
Bend,2000,0,0,1,0,0,0,0,0
Bend,2005,0,0,1,0,0,0,0,0
Bend,2010,148197,0,266086,70382.94066,0,0,0,0
Bend,2015,276665,0,277486,348990,0,0,0,0
Bend,2020,321851.8107,0,393429.7697,494810.7484,0,0,0,0
Bend,2025,369525.1463,0,427453.1222,537601.411,0,0,0,0
Bend,2030,422055.2808,0,488889.6036,614869.1565,0,0,0,0
Bend,2035,470888.7199,0,547965.7487,689168.3424,0,0,0,0
Bend,2040,519622.9865,0,608263.4349,765003.8421,0,0,0,0
Bend,2045,568369.8951,0,670296.7073,843022.1627,0,0,0,0
Bend,2050,617262.8377,0,734459.3118,923718.5126,0,0,0,0
Corvallis,1990,0,0,1,0,0,0,0,0
Corvallis,1995,0,0,1,0,0,0,0,0
Corvallis,2000,0,0,1,0,0,0,0,0
Corvallis,2005,0,0,1,0,0,0,0,0
Corvallis,2010,69566.69595,0,373922,23411.96835,0,0,0,0
Corvallis,2015,299505.9923,0,439263.573,100795.7143,0,0,0,0
Corvallis,2020,332315.7997,0,567282.2561,130171.5502,0,0,0,0
Corvallis,2025,370714.1288,0,635162.0678,145747.6064,0,0,0,0
Corvallis,2030,416432.6998,0,716296.8843,164365.2253,0,0,0,0
Corvallis,2035,456508.1742,0,791323.7331,181581.2779,0,0,0,0
Corvallis,2040,496402.135,0,868210.3583,199224.0847,0,0,0,0
Corvallis,2045,536270.1409,0,947831.7099,217494.416,0,0,0,0
Corvallis,2050,576332.2733,0,1030928.934,236562.3391,0,0,0,0
EugeneSpringfield,1990,421364.8265,0,3310461.681,0,0,0,0,0
EugeneSpringfield,1995,453147,0,3560159,0,0,0,0,0
EugeneSpringfield,2000,524944,0,3854315,0,0,0,0,0
EugeneSpringfield,2005,632442,17025,3255960,0,0,0,0,0
EugeneSpringfield,2010,2010108.781,271363,3538936,77788.17738,0,0,0,0
EugeneSpringfield,2015,4408741,470742,2817774,429059,0,0,0,0
EugeneSpringfield,2020,5862892.033,626008.541,4014259.028,611246.3115,0,0,0,0
EugeneSpringfield,2025,5764380.87,615490.0411,3989952.993,607545.2614,0,0,0,0
EugeneSpringfield,2030,5262582.295,561910.6485,3706152.863,564331.3627,0,0,0,0
EugeneSpringfield,2035,5619394.633,600009.1791,3859300.041,587650.8962,0,0,0,0
EugeneSpringfield,2040,5995252.275,640141.2662,4085857.081,622148.4596,0,0,0,0
EugeneSpringfield,2045,6392122.53,682516.9689,4377848.187,666609.5881,0,0,0,0
EugeneSpringfield,2050,6808141.644,726937.2852,4687862.541,713815.0945,0,0,0,0
GrantsPass,1990,0,0,1,0,0,0,0,0
GrantsPass,1995,0,0,1,0,0,0,0,0
GrantsPass,2000,0,0,1,0,0,0,0,0
GrantsPass,2005,0,0,1,0,0,0,0,0
GrantsPass,2010,0,0,1,0,0,0,0,0
GrantsPass,2015,88578.56658,0,186349.219,203316.334,0,0,0,0
GrantsPass,2020,91961.11842,0,235985.2294,257471.7081,0,0,0,0
GrantsPass,2025,98572.91029,0,251197.4218,274068.9722,0,0,0,0
GrantsPass,2030,108739.9989,0,279334.1024,304767.5003,0,0,0,0
GrantsPass,2035,115844.6608,0,302067.0494,329570.2844,0,0,0,0
GrantsPass,2040,122727.9013,0,325352.797,354976.2018,0,0,0,0
GrantsPass,2045,129474.3868,0,349679.3667,381517.708,0,0,0,0
GrantsPass,2050,136247.5343,0,375591.0023,409788.6006,0,0,0,0
Metro,1990,3699357.013,0,18374077.5,0,0,0,1365583.69,0
Metro,1995,4276368,0,21239993,0,0,0,1578582,0
Metro,2000,4894400,0,22865790,0,0,0,5052156,0
Metro,2005,6252536,0,24349017,0,0,0,3984245,0
Metro,2010,7809454.135,300378,23170166.04,195229.9493,0,88177.20293,5121214.058,118207
Metro,2015,9106565.273,412525.7959,24546659.22,821262.9303,0,370930.1176,8101068.987,199918.3114
Metro,2020,11512088.73,521495.5829,33071085.54,1106466.521,0,468912.2954,10240987.92,252727.2654
Metro,2025,13789683.26,624670.2124,39505621.49,1321748.194,0,561683.6514,12267103.14,302727.7694
Metro,2030,16138925.01,731090.4476,46197607.43,1545643.426,0,657373.3533,14356954.67,354301.1594
Metro,2035,18484689.72,837353.1739,52935593.72,1771077.703,0,752921.4283,16443713.09,405798.2173
Metro,2040,20851523.29,944570.3163,59784661.83,2000228.468,0,849327.6835,18549214.07,457757.8045
Metro,2045,23246478.4,1053061.359,66780339.46,2234284.38,0,946879.3897,20679731.56,510334.7495
Metro,2050,25673208.47,1162991.802,73943158.11,2473932.366,0,1045725.358,22838515.58,563609.2566
RogueValley,1990,180886.7957,0,295148.392,0,0,0,0,0
RogueValley,1995,215668,0,351900,0,0,0,0,0
RogueValley,2000,191520,0,548856,0,0,0,0,0
RogueValley,2005,270555,0,645168,0,0,0,0,0
RogueValley,2010,609770.2249,0,988884.2694,0,0,0,0,0
RogueValley,2015,953125.6123,0,1432587.498,0,0,0,0,0
RogueValley,2020,1150671.049,0,1873672.995,0,0,0,0,0
RogueValley,2025,1314179.079,0,2140297.612,0,0,0,0,0
RogueValley,2030,1494351.306,0,2436514.29,0,0,0,0,0
RogueValley,2035,1660836.314,0,2716070.99,0,0,0,0,0
RogueValley,2040,1826557.898,0,2998316.284,0,0,0,0,0
RogueValley,2045,1991934.867,0,3285046.724,0,0,0,0,0
RogueValley,2050,2157570.016,0,3577923.225,0,0,0,0,0
SalemKeizer,1990,0,0,1611259.73,0,0,0,0,0
SalemKeizer,1995,0,0,1869484,0,0,0,0,0
SalemKeizer,2000,282970,0,2089009,0,0,0,0,0
SalemKeizer,2005,1033835,36320,2617061,0,0,0,0,0
SalemKeizer,2010,3485995,275292.3303,2196911.137,0,0,0,0,0
SalemKeizer,2015,5478594.213,616129.4702,2122490.065,0,0,0,0,0
SalemKeizer,2020,6355211.055,714714.8827,2817518.793,0,0,0,0,0
SalemKeizer,2025,6973853.58,784288.1849,3039471.512,0,0,0,0,0
SalemKeizer,2030,7683173.74,864059.206,3366268.587,0,0,0,0,0
SalemKeizer,2035,8333006.274,937140.1753,3678025.163,0,0,0,0,0
SalemKeizer,2040,8987897.275,1010790.026,3999590.966,0,0,0,0,0
SalemKeizer,2045,9650277.517,1085282.126,4334295.821,0,0,0,0,0
SalemKeizer,2050,10320157.22,1160617.624,4683688.373,0,0,0,0,0
None,1990,0,0,0,0,0,0,0,0
None,1995,0,0,0,0,0,0,0,0
None,2000,0,0,0,0,0,0,0,0
None,2005,0,0,0,0,0,0,0,0
None,2010,0,0,0,0,0,0,0,0
None,2015,0,0,0,0,0,0,0,0
None,2020,0,0,0,0,0,0,0,0
None,2025,0,0,0,0,0,0,0,0
None,2030,0,0,0,0,0,0,0,0
None,2035,0,0,0,0,0,0,0,0
None,2040,0,0,0,0,0,0,0,0
None,2045,0,0,0,0,0,0,0,0
None,2050,0,0,0,0,0,0,0,0
