Geo,Year,CenterEcoProp,InnerEcoProp,OuterEcoProp,FringeEcoProp,CenterImpProp,InnerImpProp,OuterImpProp,FringeImpProp
None,1990,0,0,0,0,0,0,0,0
None,1995,0,0,0,0,0,0,0,0
None,2000,0,0,0,0,0,0,0,0
None,2005,0,0,0,0,0,0,0,0
None,2010,0,0,0,0,0,0,0,0
None,2015,0,0,0,0,0,0,0,0
None,2020,0,0,0,0,0,0,0,0
None,2025,0,0,0,0,0,0,0,0
None,2030,0,0,0,0,0,0,0,0
None,2035,0,0,0,0,0,0,0,0
None,2040,0,0,0,0,0,0,0,0
None,2045,0,0,0,0,0,0,0,0
None,2050,0,0,0,0,0,0,0,0
