Geo,Year,PropSovDvmtDiverted
Harney,2015,0.04125
Hood River,2015,0.04125
Jackson,2015,0.041666667
Jefferson,2015,0.04125
Josephine,2015,0.011
Klamath,2015,0.04125
Lake,2015,0.04125
Lane,2015,0.086
Lincoln,2015,0.04125
Linn,2015,0.02
Malheur,2015,0.04125
Marion,2015,0.04
Morrow,2015,0.04125
Multnomah,2015,0.186
Polk,2015,0.04125
Sherman,2015,0.04125
Tillamook,2015,0.04125
Umatilla,2015,0.04125
Union,2015,0.04125
Wallowa,2015,0.04125
Wasco,2015,0.04125
Washington,2015,0.101
Wheeler,2015,0.04125
Yamhill,2015,0.04125
Baker,2020,0.0425
Benton,2020,0.102
Clackamas,2020,0.05
Clatsop,2020,0.0425
Columbia,2020,0.0425
Coos,2020,0.0425
Crook,2020,0.0425
Curry,2020,0.0425
Deschutes,2020,0.06
Douglas,2020,0.0425
Gilliam,2020,0.0425
Grant,2020,0.0425
Harney,2020,0.0425
Hood River,2020,0.0425
Jackson,2020,0.043333333
Jefferson,2020,0.0425
Josephine,2020,0.011
Klamath,2020,0.0425
Lake,2020,0.0425
Lane,2020,0.112
Lincoln,2020,0.0425
Linn,2020,0.02
Malheur,2020,0.0425
Marion,2020,0.04
Morrow,2020,0.0425
Multnomah,2020,0.225
Polk,2020,0.0425
Sherman,2020,0.0425
Tillamook,2020,0.0425
Umatilla,2020,0.0425
Union,2020,0.0425
Wallowa,2020,0.0425
Wasco,2020,0.0425
Washington,2020,0.122
Wheeler,2020,0.0425
Yamhill,2020,0.0425
Baker,2025,0.04375
Benton,2025,0.108
Clackamas,2025,0.05
Clatsop,2025,0.04375
Columbia,2025,0.04375
Coos,2025,0.04375
Crook,2025,0.04375
Curry,2025,0.04375
Deschutes,2025,0.06275
Douglas,2025,0.04375
Gilliam,2025,0.04375
Grant,2025,0.04375
Harney,2025,0.04375
Hood River,2025,0.04375
Jackson,2025,0.045
Jefferson,2025,0.04375
Josephine,2025,0.011
Klamath,2025,0.04375
Lake,2025,0.04375
Lane,2025,0.138
Lincoln,2025,0.04375
Linn,2025,0.02
Malheur,2025,0.04375
Marion,2025,0.046666667
Morrow,2025,0.04375
Multnomah,2025,0.226
Polk,2025,0.04375
Sherman,2025,0.04375
Tillamook,2025,0.04375
Umatilla,2025,0.04375
Union,2025,0.04375
Wallowa,2025,0.04375
Wasco,2025,0.04375
Washington,2025,0.12
Wheeler,2025,0.04375
Yamhill,2025,0.04375
Baker,2030,0.045
Benton,2030,0.114
Clackamas,2030,0.05
Clatsop,2030,0.045
Columbia,2030,0.045
Coos,2030,0.045
Crook,2030,0.045
Curry,2030,0.045
Deschutes,2030,0.0655
Douglas,2030,0.045
Gilliam,2030,0.045
Grant,2030,0.045
Harney,2030,0.045
Hood River,2030,0.045
Jackson,2030,0.046666667
Jefferson,2030,0.045
Josephine,2030,0.011
Klamath,2030,0.045
Lake,2030,0.045
Lane,2030,0.164
Lincoln,2030,0.045
Linn,2030,0.02
Malheur,2030,0.045
Marion,2030,0.053333333
Morrow,2030,0.045
Multnomah,2030,0.228
Polk,2030,0.045
Sherman,2030,0.045
Tillamook,2030,0.045
Umatilla,2030,0.045
Union,2030,0.045
Wallowa,2030,0.045
Wasco,2030,0.045
Washington,2030,0.119
Wheeler,2030,0.045
Yamhill,2030,0.045
Baker,2035,0.04625
Benton,2035,0.12
Clackamas,2035,0.05
Clatsop,2035,0.04625
Columbia,2035,0.04625
Coos,2035,0.04625
Crook,2035,0.04625
Curry,2035,0.04625
Deschutes,2035,0.071
Douglas,2035,0.04625
Gilliam,2035,0.04625
Grant,2035,0.04625
Harney,2035,0.04625
Hood River,2035,0.04625
Jackson,2035,0.048333333
Jefferson,2035,0.04625
Josephine,2035,0.011
Klamath,2035,0.04625
Lake,2035,0.04625
Lane,2035,0.19
Lincoln,2035,0.04625
Linn,2035,0.02
Malheur,2035,0.04625
Marion,2035,0.06
Morrow,2035,0.04625
Multnomah,2035,0.23
Polk,2035,0.04625
Sherman,2035,0.04625
Tillamook,2035,0.04625
Umatilla,2035,0.04625
Union,2035,0.04625
Wallowa,2035,0.04625
Wasco,2035,0.04625
Washington,2035,0.117
Wheeler,2035,0.04625
Yamhill,2035,0.04625
Baker,2040,0.0475
Benton,2040,0.126
Clackamas,2040,0.05
Clatsop,2040,0.0475
Columbia,2040,0.0475
Coos,2040,0.0475
Crook,2040,0.0475
Curry,2040,0.0475
Deschutes,2040,0.07375
Douglas,2040,0.0475
Gilliam,2040,0.0475
Grant,2040,0.0475
Harney,2040,0.0475
Hood River,2040,0.0475
Jackson,2040,0.05
Jefferson,2040,0.0475
Josephine,2040,0.011
Klamath,2040,0.0475
Lake,2040,0.0475
Lane,2040,0.19
Lincoln,2040,0.0475
Linn,2040,0.02
Malheur,2040,0.0475
Marion,2040,0.066666667
Morrow,2040,0.0475
Multnomah,2040,0.231
Polk,2040,0.0475
Sherman,2040,0.0475
Tillamook,2040,0.0475
Umatilla,2040,0.0475
Union,2040,0.0475
Wallowa,2040,0.0475
Wasco,2040,0.0475
Washington,2040,0.116
Wheeler,2040,0.0475
Yamhill,2040,0.0475
Baker,2045,0.04875
Benton,2045,0.132
Clackamas,2045,0.062
Clatsop,2045,0.04875
Columbia,2045,0.04875
Coos,2045,0.04875
Crook,2045,0.04875
Curry,2045,0.04875
Deschutes,2045,0.0765
Douglas,2045,0.04875
Gilliam,2045,0.04875
Grant,2045,0.04875
Harney,2045,0.04875
Hood River,2045,0.04875
Jackson,2045,0.055
Jefferson,2045,0.04875
Josephine,2045,0.011
Klamath,2045,0.04875
Lake,2045,0.04875
Lane,2045,0.19
Lincoln,2045,0.04875
Linn,2045,0.02
Malheur,2045,0.04875
Marion,2045,0.073333333
Morrow,2045,0.04875
Multnomah,2045,0.294
Polk,2045,0.04875
Sherman,2045,0.04875
Tillamook,2045,0.04875
Umatilla,2045,0.04875
Union,2045,0.04875
Wallowa,2045,0.04875
Wasco,2045,0.04875
Washington,2045,0.139
Wheeler,2045,0.04875
Yamhill,2045,0.04875
Baker,2050,0.05
Benton,2050,0.138
Clackamas,2050,0.072
Clatsop,2050,0.05
Columbia,2050,0.05
Coos,2050,0.05
Crook,2050,0.05
Curry,2050,0.05
Deschutes,2050,0.07925
Douglas,2050,0.05
Gilliam,2050,0.05
Grant,2050,0.05
Harney,2050,0.05
Hood River,2050,0.05
Jackson,2050,0.06
Jefferson,2050,0.05
Josephine,2050,0.011
Klamath,2050,0.05
Lake,2050,0.05
Lane,2050,0.19
Lincoln,2050,0.05
Linn,2050,0.02
Malheur,2050,0.05
Marion,2050,0.08
Morrow,2050,0.05
Multnomah,2050,0.332
Polk,2050,0.05
Sherman,2050,0.05
Tillamook,2050,0.05
Umatilla,2050,0.05
Union,2050,0.05
Wallowa,2050,0.05
Wasco,2050,0.05
Washington,2050,0.157
Wheeler,2050,0.05
Yamhill,2050,0.05
