Geo,Year,DRRevMi,VPRevMi,MBRevMi,RBRevMi,MGRevMi,SRRevMi,HRRevMi,CRRevMi
Metro,2005,7116959,296540,26239013,0,0,349051,3706712,0
Metro,2010,7350476,306270,23783866,0,0,370541,3602591,179654
Metro,2020,7184628,242804,28399703,358176,0,522475,5246720,145816
Metro,2025,7184628,299359,30192907.5,2625452,0,536323,5061565,127589
Metro,2030,7184628,299359,43223075.75,13727587.83,0,564148.987,5325117.715,109362
Metro,2035,7184628,299359,55347715.83,23210821,0,578126.9739,6109660.096,109362
Metro,2040,7184628,299359,67472355.92,32694054.17,0,592104.9609,6894202.477,109362
Metro,2045,7184628,299359,79596996,42177287.34,0,606082.9478,7678744.858,109362
Metro,2050,7184628,299359,80262753.25,42663567.34,0,606082.9478,7930620.858,109362
None,2005,0,0,0,0,0,0,0,0
None,2010,0,0,0,0,0,0,0,0
None,2020,0,0,0,0,0,0,0,0
None,2025,0,0,0,0,0,0,0,0
None,2030,0,0,0,0,0,0,0,0
None,2035,0,0,0,0,0,0,0,0
None,2040,0,0,0,0,0,0,0,0
None,2045,0,0,0,0,0,0,0,0
None,2050,0,0,0,0,0,0,0,0
